Colonne1	Colonne2
Putain elle est tombé en vélo avant de venir elle a niq... son froc????#TheVoice	
je déteste sa voix ptdr #TheVoice	
Ah ouaaais.. elle me plaît bien Drea Dury ?? #TheVoice	
J'aime pas ce genre de nana #thevoice https://t.co/ifGmTFG5bw	
Une candidate colombienne de Cali. Ils ont mis quoi comme musique pour la présenter ? La musique de Narcos. ?? bravo TF1 #TheVoice	
JSUIS AMOUREUSE JPEUX MOURIR POUR ELLE PUTAIN DSA MERE VRAIMENT JSUIS PAS BIEN #TheVoice	
Il se lâche @ObispoPascal  ?? il est énorme #TheVoice @mikasounds @nikosaliagas	
Je suis amoureuse d'elle #TheVoice	
pascal a toute la lumière sur lui#thevoice	
"#TheVoice @TheVoice_TF1 elle a tout le package #Drea ... si ça marche pas dans #TheVoice, ça sera direction #lesAnges ;)"	
#TheVoice ah non mais la c’est pas possible ?? heureusement que Riri ne regarde pas ????	
Mais le jury ils étaient sous LSD non ? ?? #TheVoice	
Envoûtant https://t.co/IxJJkjUrON	
@ObispoPascal franchement il apporte un vrai plus au programme ! Ça va donner cette saison de #TheVoice @nikosaliagas	
j'aime trooop sa voix t sa personnalité #TheVoice	
C est vraiment une rudegirl celle la a modifié la chanson de Rihanna comme ca ????  #thevoice	
Cette version de Rude Boy ! ??\n\nPuis l’interprète quoi ! ?? #TheVoice	
elle a tout mis dans la première note ... sympa mais pas transcendant et beaucoup de yaourt  #Thevoice	
#TheVoice ma fille vient de monter sur la table basse...	
Elle s'en fou la candidate elle chante elle a raison de ne pas se laisser distraire par leurs idioties =P #thevoice	
elle me bute ptdrr c'est la meilleure #TheVoice	
J'ai juré, je comprends pas pourquoi ils se sont retournés #TheVoice	
c bon je la stan.  #TheVoice	
Elle m’a soulé la meuf en fait #TheVoice	
Bon elle est pas mal la colombienne #thevoice	
Il y a quelque chose là je crois #TheVoice	
Elle est excellente ???? #thevoice	
JE L’AIME #TheVoice	
Faut qu’elle chante du Shakira elle #TheVoice	
C'est génial sérieux ?????? gg #TheVoice	
Obispo il vient d'arriver il fait déjà le daron comme si c'était qui avait créé l'émission ?? #TheVoice	
A oui quand même ??#TheVoice	
La meuf je lui donne mon âme tout ce qu'elle veut omg ???? #TheVoice	
Merci à @ObispoPascal qui apporte tu nouveau dans  #TheVoice franchement moi j’adore pour le moment ! ??	
Elle déchire elle #RudeBoy #TheVoice	
elle a le look a choisir florent pany #TheVoice	
Drea ça va être la best jsens #TheVoice	
Aaah j'ai kiffé #TheVoice	
Obligé elle va chez Mika #TheVoice	
Elle est oufissime elle #TheVoice	
j’adore cette meuf #TheVoice	
Non mais en fait c’est Lola de Un Dos Tres.\n\n#TheVoice https://t.co/b7aeePl8qt	
Je reconnais elle chante bien, mais elle se donne un genre ça m'insupporte ?? #TheVoice	
Conclusion, soulage ta femme de son 2eme boulot et recherche s’en un...mais belle voix quand même ! #TheVoice	
MAIS YAAAS LA DUA DU PAUVRE???????? #TheVoice	
Cette reprise de Rude Boy est gagnante #TheVoice	
Elle fait trop sa diva Sinn elle chante bien  #TheVoice	
Première note , premiers buzzs , je m'attendais à ce type de voix , quel show , Drea Dury elle assure grave, sexy ,… https://t.co/cCjkzWRWrv	
Bon, elle gère, c'est sûr, mais on est pas fan du personnage #TheVoice	
si elle veut pas mettre de soutif elle en met pas mdr, ça gêne en quoi ? https://t.co/9CuTGvBdm9	
C’est une bombe et elle chante comme une déesse omg \nJme sens complexée ??????\n#TheVoice	
c’est bon je suis amoureuse ptnnn?? #thevoice	
@Elopunchlines Ah oui j avais oublié ce dossier ???? #TheVoice	
#Samedi soir au calme avec mon gros d'amour ? Ma Bichette ?\n\nBonne #Soirée devant #TheVoice \n?? https://t.co/IvYVZPV23o	
On dirait un peut Shakira un petit aire ? #TheVoice	
Bon elle fait déjà clairement le show ! :) #TheVoice	
Drea Durry elle se la raconte de fou\nMais sur scène ??????????\n#TheVoice	
J'aime beaucoup ???? https://t.co/YSQFosr3Og	
ptn jsuis morte elle est excellente #TheVoice	
Après Ecco, découvrez Égo.\n#TheVoice	
C’est quoi le concept de battle entre TF1 et France 2 The Voice vs Destination Eurovision #TheVoice… https://t.co/T4tbHDoDAJ	
waw mais je la kiffe x1000 la colombienne #TheVoice	
Drea Dury elle fait beaucoup trop la star #TheVoice	
La meuf elle donne son poids et sa taille, elle s'est cru sur un site de rencontre. En plus elle est est prétentieuse.   #TheVoice	
Je ne sais pas trop quoi penser de la colombienne... Elle met l’ambiance #thevoice	
Frr calme toi hein ?? #TheVoice	
Punaise les voix #TheVoice	
La vulgarité, va falloir revoir l'attitude #TheVoice	
Par contre, les coachs qui buzz alors que le talent vient à peine de sortir une note, c'est toujours aussi abusé. #TheVoice	
Très très bon @ObispoPascal #TheVoice	
Non mais les coachs quoi.....  #TheVoice	
On adore ???? #TheVoice	
J'aimerais que mes parents soient aussi doués que les jurés de #TheVoice pour faire semblant d’aimer tout ce que je… https://t.co/VSoXss0RRK	
Une oeuvre d’art Drea Dury #thevoice	
Quand Rihanna decouvre que quelqu'un veux prendre ça place de Queen #TheVoice https://t.co/afGpZZGGQA	
#TheVoice frôle le porno gay la... sacré Mika	
Mdr quand elle s’est mise par terre je me suis dis « Ok elle en fait trop » mais en fait elle gère. #TheVoice	
Je kiff la fille  #TheVoice	
La pauvre elle a du se faire courser par des clébards ils ont tout mangé son patalon.\n#TheVoice	
Niveau Flow elle nour surpasse https://t.co/jFfyTYE2Jy	
eh bah nom de dieu #thevoice	
Direct je me retourne aussi #Drea #TheVoice y a du tempérament!	
Oh je l’adore elle! En + elle chante du @rihanna elle à tout compris #TheVoice	
Enfin un peu de fraîcheur dans le choix de la chanson #TheVoice	
Ok elle je valide 200% #TheVoice	
Drea j’aime pas du tout du tout #TheVoice	
Pascal s'amuse comme un fou et Florent danse #TheVoice	
wahhhhh j'adore jsuis fan  #TheVoice	
Un peu prétentieuse celle là !! Elle m'a gonflé avant même d'avoir commencé. #TheVoice	
Je suis fan d’elle c’est bon  #TheVoice	
GOSH la colombienne elle a un flow de ouf elle est hyper fraîche j'adoooore !  ?? #TheVoice	
Mdddr elle a rien sous sont T-Shirt jaune la meuf ?? #TheVoice	
Mika @florentpagny et @ObispoPascal  se retourne pour drea #TheVoice https://t.co/PlSRx2eHhs	
Ils chantent tous en anglais ou je dors déjà ?! ?? #TheVoice	
jsuis love mais j'ai jamais été comme ça de ma vie je creve #TheVoice	
Tellement d'humilité dans une seule personne. #TheVoice #Dréa	
envie de la frapper ptdrr #thevoice	
Prétentieuse Drea #TheVoice	
Ok je suis fan ?? #TheVoice	
Damnnnn la voix de la colombienne et ce qu'elle dégage ?????? #TheVoice	
Elle se prend pas pour de la merde #TheVoice	
archi fan de la meuf #thevoice	
MAIS WHAAAT JE L’ÉPOUSE QUAND ELLE VEUT  ???????? #TheVoice	
Elle se la pète elle mais elle gère #thevoice	
Elle a mis le ?? la colombienne j'adore !!! Caliente #TheVoice	
JE SUIS AMOUREUSE DE CETTE NANA PUTAAAAAIN #TheVoice	
C déjà une star du riz#TheVoice	
La go elle commence on dirait elle fait la couverture de vogue du calme hein Rihanna low cost #TheVoice	
Elle se la pete un peu mais putain j'l'aime quand même #TheVoice	
Elle respire quand??? ???????? #TheVoice	
ok jui amoureuse de la go qui vient de passer là #TheVoice	
Drea duriEst originaire de Colombie alors en fond musical ils mettent la musique de Narcos\nC’est lamentable  #TheVoice	
BORDEL UN BONBON ELLE EST TELLEMENT DOUCE ????#TheVoice	
Drea Dury a un style et une voix géniale ! J'ai kiffé ! #TheVoice #TheVoice7	
Sinon on peut demander aux juges de juger et pas s’amuser ?? #thevoice	
PTDRRRRR COMMENT ELLE FAIT LA MEUF JE SUIS KO #TheVoice	
Elle explosive comme un volcan ?? #TheVoice	
Elle en fait des caisses... Mais elle chante bien. Ms en fait des caisses... Mais chante VRAIMENT bien. #TheVoice	
elle se rend compte qu'elle a plus l'air d'une pute que d'une chanteuse a la fin avec sa langue la? #TF1 #TheVoice	
Le jour où Mika part de #TheVoice j’vous jure j’arrête de regarder. C’est une vague de bonheur ce mec je l’adore.	
Elle tue celle là c'est une killeuse ?????? #TheVoice	
Elle a du talent mais elle en fait des caisses la colombienne. Dommage. #TheVoice	
Elle a une super voix on ne s'attend pas à ça elle envoi du lourd ?? #TheVoice	
C'est possible de ne pas crush sur elle ?\n#thevoice	
@ObispoPascal dans #TheVoice un pur bonheur j’adore ?? https://t.co/kbzxBn2mhi	
#TheVoice Ça y est c'est officiel je suis tombé amoureux de la belle colombienne ??????	
#TheVoice elle s y crois un peu trop	
"J'aime pas du tout ! Trop "" Je me la pète, regardez moi ""  #TheVoice"	
Elle envoie de ouf ?? #TheVoice	
Rudeboy j’ai kiffe?????? #TheVoice	
#TheVoice ça se la raconte de ouf wtf	
"Kiffante cette reprise de ""Rude Boy"" de Rihanna elle a fait le show ???? #thevoice"	
#TheVoice très caliente	
Ok. Non. Enfin je sais pas.\nJ'ai rien contre sa voix, j'aime moyen l'attitude. #TheVoice	
Drea !! C était mon coup de coeur ! Belle, talentueuse, sexy ??\n #TheVoice @drolededame3 @iram_fan	
Elle je l'aime pas elle fait trop sa belle! #TheVoice	
Elle est colombienne , elle a un style de ouf elle est canon elle chante du Rihanna mami cásate conmigo #TheVoice	
#TheVoice je veux le gif de Pascal qui bouge son boule avec le regard de Mika à la fin	
Dréa je suis FAN #TheVoice	
La vérité elle m'a enjaillé de ouf ! Quand elle veut je viens à son concert ! #TheVoice	
The voice : en fait c'est surtout le show des membres du jury. Seule zazie reste humble. #TheVoice	
Elle, elle se la pète beaucoup trop à mon goût malheureusement  #TheVoice	
Une bombaa latina????elle a une voix de dingueee waaaaw #TheVoice	
Sympa la meuf qui fait Rihanna mieux que #Rihanna #TheVoice	
Dite moi c'est #TheVoice France ou #TheVoice International !!!! ??	
Elle se la pete trop #TheVoice	
Elle va choisir ?\n#thevoice	
Elle chante extrêmement bien mais putain elle a l'air de se la PETER de ouuuuf !! #TheVoice	
#TheVoice je crois qu'on a trouvé notre vainqueur : Ecco un pur bonheur et quelle émotion	
Je change de bord je suis amoureuse #TheVoice	
Elle chante bien mais elle pète plus haut que son cul #TheVoice	
Franchement exagèré de se retourner après une seule note .\nLes coachs se laissent avoir par le titre #TheVoice	
Elle est belle et elle le sait. Mais putain qu'elle chante bien. #TheVoice	
Eh je l’aime j’adore sa voix, son mood j’aime tout !!!! ?? https://t.co/5GAwxSiYBb	
La meuf est belle, elle a une voix de ouf, elle a une prestance de ouf, c’est un soleil la meuf #TheVoice	
Elle est géniale ! #TheVoice	
Reprendre Rude Boy et enchainer un couplet rap en espagnol : quel combo ?? bien joué #TheVoice	
drea j’la veux dans mon équipe et dans mon lit #TheVoice	
Heu... Désolé mais... Elle gueule plus qu'elle ne chante ?? #TheVoice	
Drea Dury ou de la pomme de terre ? #TheVoice	
Manque cruel de simplicité par contre #TheVoice	
Ok t’as une belle voix mais redescend un peu oulala #TheVoice	
#TheVoice ça sent la battle @florentpagny @ObispoPascal cette année ?? https://t.co/B2OcmJO1Fy	
La Colombienne très peu pour moi elle en fait trop #TheVoice	
Je suis amoureuse de Drea Dury carrément ???????????? le style, la voix, la prestance qu’elle a sur scène ?? #TheVoice	
Je trouve le jury plutôt irrespectueux à s'amuser entre eux en pleine prestation du candidat #TheVoice	
redescend d’un étage par contre #TheVoice	
"Alors elle, c'est la première de tous les @TheVoice_TF1 confondus, que je me dis ""c'est la première fille qui gagnera !"" #TheVoice"	
Franchement @Marc_Beauge des semblants de jean entre deux trous exhorbitants, ça ne passe pas, on est d'accord?… https://t.co/Pibt8pIzXA	
Elle esy bonne #TheVoice	
Ptn je l'adore !! #TheVoice	
C'est ce que j'étais en train de me dire ?? https://t.co/han2xXyE1O	
Elle est ouuuuuf la colombienne!! #TheVoice	
 meilleure amie  #TheVoice https://t.co/UqAMnS5AbI	
Excellent ???? https://t.co/gUPDLB34y3	
J'aimeeeeeee #TheVoice	
Je kiffeeeee #TheVoice	
je suis à fond sur elle quelle présence quel flow QUELLE FEMME #TheVoice	
Drea Dury j'aime trop #thevoice	
Drea Dury queen j’adore je valide #TheVoice	
omggg dreadurie elle déchire de ouf jlaime trop mdrrrr\n#TheVoice	
Mais j’adore #thevoice	
Mon dieu elle est beaucoup \ntrop belle elle !???? #TheVoice	
je suis amoureuse d'elle ohlala #TheVoice	
1ier coup de cœur,énorme ce qu’elle a fait! #Drea #Thevoice	
#TheVoice \nColombienne ????????	
La fille on dirait qu’elle sort de la série Un Dos Très #TheVoice	
waaaa mais la meuf elle est géniale #TheVoice	
j'adoreee #TheVoice	
Elle se l’a pete de fou mais par contre sa voix y’a rien a dire #thevoice	
Magnifique cette jolie colombienne!!! ????????  #TheVoice	
Signalez moi ce foutreur de trouble. https://t.co/RkhJLXjmL2	
Énorme perf de Drea ! #TheVoice	
"Mes 2 chouchous @ObispoPascal &amp; @Garou_officiel face à face obligée de zapper #TheVoice #DestinationEurovision https://t.co/bAxWgU3mZz"	
Ça change d'avoir ces voix sur #TheVoice même si j'aime pas sa surconfiance en elle elle envoie vraiment du pâté el… https://t.co/v4ZYDOo6R7	
#TheVoice déçu que le mec soit pas pris. Il a une voix magnifique	
Bon Dreadury elle chante super bien c’est clair, mais par contre qu’est-ce qu’elle se la pète serieux ?? #TheVoice	
Mais je vois pas en quoi elle pourrait être La voix #TheVoice	
alors la J'ADORE  #TheVoice	
La petite colombienne, elle gère! #TheVoice	
Elle ramène sa gueule mais omg la voix  #TheVoice	
Wouuh elle a tellement bien chanter la colombiaise ?? #TheVoice	
Drea elle est canon elle chante bien mais putain comment elle fait la meuf c'est chaud aie #TheVoice	
Non mais alors elle Qu'est ce qu'elle est agaçante ?????? #TheVoice	
On ne sait pas ce que Drea a fait aux coachs, mais visiblement, c'est le la bonne. #TheVoice https://t.co/OPgkUzWiQB	
Elle est tellement belle Drea #TheVoice	
La belge colombienne ??  #TheVoice	
#TheVoice Come on rude boy !!! Whooouuu c’est qui celle là ?	
La pause pin up à la fin était entre trop. #thevoice	
Mika loverainbow ?????? et Obispo qui a pique une des veste à Vincent ^^, tjr trop la classe. La saison promet.\n#TheVoice	
Alerte les voix enormisimes #TheVoice	
LA MEUF ELLE A DÉBARQUÉ COMME UNE BADIES TOUT ME MONDE A VU FLOU ET PUI ÇA REPRISE DE RIRI ?????????????????????#TheVoice	
Elle chante bien mais elle est insupportable omg #TheVoice	
Wow quelle voix elle a #TheVoice	
Mdr c’est bon elle je l’a kiffe elle a son style sa voix son univers ?? #TheVoice	
Comment s’appelle cette voix magnifique ?? #TheVoice	
Vous êtes espagnol ? Vous êtes de la préfecture ??????????#TheVoice	
cette fille est sublime et chante trop bien?? #TheVoice	
?? Euh elle est sourde Zazie ?! #TheVoice	
Sans Twitter j’aurai jamais su que y’avait #thevoice	
Elle frime un peu trop #TheVoice	
coucou je fais deux notes et deux artistes se retournes. Toujours plus dans l’abus. #thevoice	
En Colombie c est chaud chaud chaud la bas ?????? #TheVoice	
Normal Florent il connait le pays#TheVoice	
J’aime biien #TheVoice	
Incontrôlable le petit nouveau ! Il se frotte les fesses sur Mika ! #TheVoice https://t.co/0h14IVsEgy	
J'adore Drea ! #TheVoice	
Pohhhhhhhhhh, la latino direct j’ai vu qu’elle dégage grave j’adore, voilà notre gagnante #TheVoice	
Cette fille damn elle est dingueeeee ?? #TheVoice	
Elle se la raconte un peu là latina ????#TheVoice	
On en parle de cette fille ? Sa voix , son style ! Tout va ! Tu déchire poupée Bomba de Colombie  #bluffer #thevoice #TheVoice7	
Elle est tellement surprenante cette chanteuse ! Je ne m'attendais pas à une telle voix ! Elle déchire ?? #rudeboy… https://t.co/UxC9NnbhZr	
?? la colombienne #TheVoice	
J'adore @ObispoPascal un vrai pro, drôle. Il donne le smile ???? #thevoice	
La fille qui chante Rude boy la c est une vraie chaudière #TheVoice Massah elle bouge bien	
#thevoice  Echo 16ans m'a fait pleurer. j'ai adoré la chanson ( David Bowie) jolie également la timide https://t.co/pQbRqrVff3	
par contre jsuis amoureuse quel genre charme  #thevoice	
GROS coup de cœur pour #Drea ! Woooow l’énergie, la voix, le style... tout est au top ! ???????????? #TheVoice	
j’ai trouvé ma préférée alleee c’est bon totalement mon style #thevoice	
Sa reprise de Rude Boy envoie du lourd ?? #TheVoice	
Bon, elle chante bien Drea la mais calme toi quand même ?? #TheVoice	
waouhh quelle femme #TheVoice	
Trop bonne j'ai u des frison partout #TheVoice	
Le meilleur dans #TheVoice c'est toujours le look de @mikasounds. Le kitsch classe, le look du futur sisi. ????	
J'arrête de squatter chez maman le samedi soir. Je m'énerve devant #TheVoice. Entre le gars qui chante trop bien et… https://t.co/lkP8ad6Hp2	
La gagnante de the voice est la ! #TheVoice	
Eh si j’ai le même style la même voix et une beauté pareil bien que que jfais des manières et que jsuis prétentieus… https://t.co/fMqF8lMFvp	
On peut juste parler de la beauté, de l’accent grave beau et de la voix magnifique de Drea Dury ???? #TheVoice	
Drea c’est bon je la mets dans mes favoris ???????? #TheVoice	
Elle est canon lol #TheVoice	
#TheVoice\nLa voilà thé voice pour cette  année #dreaduri	
jveux qu’elle me soulèvefnnz bref #TheVoice	
Drea. Mon coup de coeur ?? elle est fraîche ! #TheVoice	
La colombienne en a pris de la bonne\n#TheVoice	
Pouah Elle déchire cette fille !!!! #thevoice #drea	
#TheVoice il est où le respect pour la chanteuse Mika fdp	
